location,title,company,salary,summary
Dublin,Senior Infrastructure Engineer,b'\n\nReperio Human Capital\n',NA,"b'\nPrevious experience of working on data centre management and migrations. Desired Skills Windows, Cisco, Networking, Server, Support, Helpdesk, Desktop, Finance,...'"
Dublin,Electrical Project Engineer-Contracting experience (946),b'\n\nTCB Ireland\n',NA,"b'\nThey require an experienced Electrical Project Engineer with Electrical Contracting experience. Our client, based in Dublin, is a multi-disciplined Engineering...'"
Dublin,Project Engineer - Equipment,b'\n\nScientificJobs.ie\n',NA,b'\nEngineer \xe2\x80\x93 Equipment. Performing receipt verification and data collection and entry. The client requires an Engineer to support the technical aspects of...'
Dublin,Technical Support / IT Support Engineer,b'\n\nRed Tree Recruitment\n',NA,b'\nBe vigilant regarding data protection. Provide superior customer service via email and telephone....'
Dublin,QA Automation Engineer,b'\n\n\nEquifax\n',NA,"b'\nEquifax is a data and technology company fostering innovation, growth and collaboration. RESTful services), including the ability to programmatically interact...'"
"Dublin West, County Dublin",Technical Sales Engineer Specialist French 60K+,b'\n\n\nCpl Recruitment\n',NA,b'\nWould you be interested in big Data and work with IT Engineering and Sales profeesional from the most recognised brand?...'
Dublin,Network Engineer,b'\n\nSabeo Contracting Services Ltd\n',NA,"b'\nNetwork Engineer (Level 2)*. Management of computer rooms and data centre facilities. OPW has small data centres at its two main sites (Trim, Co....'"
Dublin,UX Designer,b'\n\n\nAmazon\n',NA,"b'\nOur engineers are front-and-centre in driving down event duration using our experience in operational excellence, best current practices and developing incident...'"
Dublin,Software Development Manager,b'\n\n\nWorkday\n',NA,"b'\n3+ years managing development teams of 6 - 15 engineers. As an engineering manager, you will be guiding your team adapting to the latest cloud computing...'"
Dublin,Senior Mechanical Design Engineer - Data Centers,b'\n\n\nAmazon\n',NA,"b'\nUnderstanding of critical data center equipment. Direct experience with the construction, operation, or maintenance of data centers....'"
Dublin,"Site Reliability Engineer/DevOps – Fight Fraud, Terrorism an...",b'\n\nRecruiters\n',NA,b'\nThey recently raised $10 million in funding and are now looking for a Site Reliability Engineer to join their team. Do you want to be part of something special?...'
Dublin,Senior Electrical Engineer - Data Centres,b'\n\nJobContax\n',NA,b'\nProven experience in an Electrical Engineering role within the power systems field in a data centre/critical systems (electrical distribution and power...'
"North Dublin, County Dublin",Procurement Engineer - Dublin,b'\n\nICDS Recruitment\n',NA,b'\nProcurement Engineer - Site Productivity Lead:. Possess ability to collate and manipulate large amounts of data....'
Dublin,Senior IS Automation Engineer OEM - Amgen,b'\n\nJobContax\n',NA,"b'\nExperience with Rockwell Automation PLC/SCADA/Batch, Siemens PLC/HMI, iFix, Wonderware, Elau/Kinetix Motion Control, ControlNet, DeviceNet, Profibus and OSIsoft...'"
Dublin,".NET Backend Engineer (C#, F#)",b'\n\nLetsGetChecked\n',NA,"b'\nOur platform resides fully in AWS, operates in dozens of markets and focuses on ease of use for our customers along with integrity & security for the data they...'"
Dublin,Full Stack Developer,b'\n\nBrite:Bill\n',NA,b'\nWork with Lead Developers and other Software engineers to assist the design of Product features and the underlying technical solution....'
Dublin,Realibilty Engineer,b'\n\nKPPM (Key Professional Placement and Management)\n',NA,b'\nReliability/Asset Care Engineer. Coaching and supporting reactive engineers to develop their skills on assets....'
Dublin,Senior Engineer – Client Data Development Lead,b'\n\n\nRobert Walters\n',NA,b'\nAs the senior engineer you will have proven solutions development experience across database and big data technologies....'
Dublin,Senior Network security engineer,b'\n\n\nBrightwater\n',NA,"b'\nIf you are interested in the senior network security engineer, please contact Ian Donnelly on 016621000. They are looking for a hands-on, well rounded Network...'"
Dublin,Network Operations Telecommunications Manager (Optical),b'\n\n\nAmazon Data Services Ireland Limited\n',NA,b'\nAs Network Operations manager you will be responsible for managing and developing a team of 7-10 Network Support Engineers and/or Network engineers....'
Dublin,"Inside Sales and Customer Growth Representative, Google Clou...",b'\n\n\nGoogle\n',NA,b'\nWork with Field Sales Executives and Customer Engineers and work closely with Google Partners - to maximize business results....'
Dublin,Data Science Consultant,b'\n\nReperio Human Capital\n',NA,"b'\nDesired Skills data scientist, spark, python, R. Data Science Consultant. Ability to handle multiple data sets and big data sets easily....'"
Dublin,Project Engineer - Equipment,b'\n\nLife Science Recruitment\n',NA,b'\nEngineer \xe2\x80\x93 Equipment. Performing receipt verification and data collection and entry. The client requires an Engineer to support the technical aspects of...'
Dublin,Product Certification Assessor [Construction products],b'\n\nWilde Associates\n',NA,b'\nAbility to judge technical integrity and soundness of assessment data. Ensure that satisfactory information and data is available for the timely progress and...'
"South Dublin, County Dublin",Structural Des. Engineer/ Dublin 4/ Inter & Senior,b'\n\n\nSigmar Recruitment\n',NA,"b'\nStructural Engineer (Senior or Intermediate). You will be a qualified Structural Engineer. You will prepare schedules, data sheets and specifications....'"
Dublin,Process Engineer,b'\n\nAsset Recruitment\n',NA,"b'\nExecution of Knapp studies and data analysis. O Position will perform experiments, organize data and analyze results with minimal supervision....'"
Dublin,Dublin Based Data Scientist (Consultant),b'\n\nReperio Human Capital\n',NA,"b'\nDublin Based Data Scientist (Consultant). Desired Skills data scientist, spark, python, R. Maintain numerous large data sets....'"
Dublin,"Inside Sales and Customer Growth Representative, Google Clou...",b'\n\n\nGoogle\n',NA,"b'\nAnalyze data trends and client performance, prepare and conduct presentations, while maintaining effective communication with customers via phone/email and...'"
Dublin,Site Engineer – Dublin Area,b'\n\n\nSigmar Recruitment\n',NA,b'\nA minimum of 3 years\xe2\x80\x99 experience as a Site Engineer. We have a great opportunity for a Site Engineer within the Dublin region. Full Time Location:....'
"Leixlip, County Kildare",Senior Automation Engineering Manager,b'\n\n\nCelestica\n',NA,"b'\nWorks with cost engineers developing models to estimate resource requirements and costs. Repetitive manual movements (e.g., data entry, using a computer mouse,...'"
Dublin,HV Electrical Engineer,b'\n\nElysearch & Placement\n',NA,b'\nHV Electrical Engineer - Dublin. We have been instructed by a Dublin based client to identify a Senior and Assistant level Electrical Engineer....'
Dublin,QA Tester Contract,b'\n\nReperio Human Capital\n',NA,"b'\nExperience across Web and Mobile based applications including data centric web analytics systems. Pegged as one to watch in the sector, urgent and immediate...'"
Dublin,LINUX SYSTEMS ENGINEER,b'\n\nSoftware Placements\n',NA,b'\nData centre environment (capable to deploy and look after h/w). Involved in hiring engineers and in growing the team....'
Dublin,Site Engineer,"b""\n\n\nO'Neill & Brennan\n""",NA,b'\nPrimary Responsibilities as a Site Engineer. As a Site Engineer you will have. The company seeking for an experienced Site Engineer to work with their...'
Dublin,Senior DevOps Engineer,b'\n\nEmtech Recruitment Ltd\n',NA,b'\nCloud / data centre system or network administration/engineering. Senior Platform Service Engineer with 6+ years experience required by dynamic multinational in...'
"Dublin West, County Dublin",Senior Front End Engineer,b'\n\nRecruiters\n',NA,b'\nTheir solutions enable business to improve productivity of mobile workforces by extracting actionable business intelligence from real-time and historical...'
Dublin,Electrical Engineer,b'\n\nOsborne Recruitment\n',NA,b'\nSome data analysis experience is desirable. Identify all sources of useful data on a site with systems integration possibilities....'
Dublin,Software Developer - GIS,b'\n\nRecruiters\n',NA,"b""\nYou'll be reporting to the Manager collating network architecture data and converting data sets to a common format...."""
Dublin,Quality Engineer,b'\n\nCareerWise Recruitment\n',NA,b'\nDemonstrated data driven decision making ability. Certification as Quality Engineer or Six Sigma Black Belt strongly preferred....'
"South Dublin, County Dublin",Principle Scientist – Bioanalytical Development,b'\n\nHRM Executive Recruitment\n',NA,b'\nExperience in working closely with process engineers and quality control laboratories to generate and interpret analytical data to provide enhanced...'
Dublin,Site Engineer vacancies,b'\n\nICDS Recruitment\n',NA,"b'\nSite Engineer vacancies \xe2\x80\x93 Dublin/Ireland. Various other Top 10 main contractors overseeing commercial, industrial, pharmaceutical and data centres....'"
Dublin,HARDWARE DESIGN ENGINEER,b'\n\nSoftware Placements\n',NA,"b'\nExpertise in timing budget, noise margin, crosstalk, signal skew, signal loss and signal integrity of all clocks and critical high speed data signals....'"
Dublin,"Software Development Manager, Workflow Systems",b'\n\n\nAmazon Data Services Ireland Limited\n',NA,"b""\n5 or more years of experience as a software engineer working on challenging software projects. You're happiest when you're working with empowered, world-class..."""
Dublin,CTO,b'\n\nRecruiters\n',NA,b'\nFamiliarity with data privacy and data handling requirements and ISO 27001. Strong experience of Saas & cloud technology and hands-on experience coding as a...'
"South Dublin, County Dublin",IT Support Analysts,b'\n\n\nCpl Recruitment\n',NA,b'\nSupport the cellular and remote data needs of employees. IT Support Analysts....'
Dublin,Systems Development Engineer - AWS Database Services,b'\n\n\nAmazon\n',NA,"b'\nSolid understanding of and practical experiences in algorithms, data structures, and design patterns. Talk to us if you enjoy working on complex system software...'"
Dublin,Mobile Test Engineer (Contract),b'\n\nReperio Human Capital\n',NA,"b'\nExperience across Mobile (iOS and Android) based applications including data centric web analytics systems. Desired Skills Mobile, Mobile Test, Test Engineer,...'"
Dublin,Full-Stack Engineer,b'\n\nReperio Human Capital\n',NA,"b'\nIntegrate data from existing back-end databases. Desired Skills javascript, html, css, html5, css3, frontend, front end, jquery, angular, react, ember, ember.js...'"
Dublin,Electrical Quantity Surveyor,b'\n\nKD Mechanical Engineers (KD GROUP)\n',NA,b'\nProvide Data and analysis of issues & risks as required by Management. Managing the Electrical pricing side of the M&E company....'
Dublin,Systems Engineers (9 Month Contract),b'\n\n\nCurtiss-Wright\n',NA,"b""\nSystems Engineers x3 - 9 month contract. Curtiss Wright, Avionics and Electronics, is a leading supplier of electronic data acquisition systems to the world's..."""
Dublin,Lead Data Scientist,b'\n\n\nMorgan McKinley\n',NA,"b""\nExtending company's data. I am currently recruiting for a Lead Data Scientist to run the Data Science division in their new location in Dublin City Centre for a..."""
